key,zh,en
MW.ExportDoneTitle,导出成功,Export Completed
MW.OnboardingNotInit,首次启动向导未初始化,The first-run wizard is not initialized
MW.OpenOnboardingFailed,打开首次启动向导失败：{0},Failed to open the first-run wizard: {0}
MW.OpenChangePwdFailed,打开修改启动密码对话框失败：{0},Failed to open the change-password dialog: {0}
MW.DirNotExist,{0}不存在,{0} does not exist
MW.ReportTitle,发布与运维健康检查报告,Publishing & Operations Health Check Report
MW.ReportOverall,总体状态: {0},Overall status: {0}
MW.ReportAppDataRoot,应用数据根目录: {0},App data root: {0}
MW.ReportDbFile,数据库文件: {0},Database file: {0}
MW.ReportLogsDir,日志目录: {0},Logs directory: {0}
MW.ReportBackupsDir,备份目录: {0},Backups directory: {0}
MW.ReportItemsHeader,检查项明细:,Check item details:
MW.StatusHealthy,健康,Healthy
MW.StatusUnhealthy,异常,Unhealthy
World.Cultivation.Title,修炼体系管理,Cultivation System
World.Political.Title,政治体系管理,Political System
World.Profession.Title,职业体系管理,Profession System
World.Judicial.Title,司法体系管理,Judicial System
World.Population.Title,生民体系管理,Population System
World.Treasure.Title,灵宝体系管理,Treasure System
World.Dimension.Title,维度结构管理,Dimension Structure
World.Map.Title,地图结构管理,Map Structure
World.Pet.Title,宠物体系管理,Pet System
World.Equipment.Title,装备体系管理,Equipment System
World.Technique.Title,功法体系管理,Technique System
World.Business.Title,商业体系管理,Business System
Dlg.Save,保存,Save
Dlg.Cancel,取消,Cancel
Dlg.Close,关闭,Close
Dlg.Delete,删除,Delete
Dlg.Edit,编辑,Edit
Dlg.Add,添加,Add
Dlg.Create,创建,Create
Dlg.Update,更新,Update
Dlg.Confirm,确认,Confirm
Dlg.OK,确定,OK
Dlg.Yes,是,Yes
Dlg.No,否,No
Dlg.Search,搜索,Search
Dlg.Refresh,刷新,Refresh
Dlg.Export,导出,Export
Dlg.Import,导入,Import
Dlg.Generate,生成,Generate
Dlg.Stop,停止,Stop
Dlg.Details,详情,Details
Dlg.Apply,应用,Apply
Dlg.Browse,浏览…,Browse…
Dlg.SelectAll,全选,Select All
Dlg.Clear,清空,Clear
Dlg.Name,名称,Name
Dlg.Title,标题,Title
Dlg.Type,类型,Type
Dlg.Status,状态,Status
Dlg.Description,描述,Description
Dlg.Remarks,备注,Remarks
Dlg.Content,内容,Content
Dlg.Category,分类,Category
Dlg.Count,数量,Count
Dlg.Date,日期,Date
Dlg.Author,作者,Author
Dlg.Source,来源,Source
Dlg.Target,目标,Target
Dlg.Option,选项,Options
Dlg.Settings,设置,Settings
Dlg.Preview,预览,Preview
Dlg.Copy,复制,Copy
Dlg.Rename,重命名,Rename
Dlg.MoveNext,下一步,Next
Dlg.MovePrev,上一步,Previous
Dlg.Finish,完成,Finish
Dlg.Reset,重置,Reset
Dlg.Enabled,启用,Enabled
Dlg.Disabled,禁用,Disabled
Dlg.SearchPlaceholder,输入关键词搜索…,Type to search…
Dlg.SelectPlaceholder,请选择,Select
Msg.Tip,提示,Tip
Msg.Error,错误,Error
Msg.Warning,警告,Warning
Msg.Info,信息,Information
Msg.Success,成功,Success
Msg.Failed,失败,Failed
Msg.Loading,加载中…,Loading…
Msg.Processing,处理中…,Processing…
Msg.PleaseWait,请稍候…,Please wait…
Msg.RequiredField,必填项不能为空,Required fields cannot be empty
Msg.DeleteConfirmTitle,删除确认,Confirm Deletion
Msg.DeleteSuccess,删除成功,Deleted successfully
Msg.SaveConfirm,是否保存当前更改？,Save current changes?
Msg.UnsavedChanges,有未保存的更改,There are unsaved changes
Msg.NetworkError,网络请求失败，请检查网络连接,Network request failed. Please check your connection
Msg.Retry,重试,Retry
Msg.Done,完成,Done
Msg.NoData,暂无数据,No data
Msg.EmptyList,列表为空,The list is empty
Msg.InvalidInput,输入无效，请检查后重试,Invalid input. Please check and try again
NPD.TypeFantasy,奇幻书籍,Fantasy book
NPD.TypeMilitary,军事书籍,Military book
NPD.StdTemplate,标准模板,Standard Template
NVD.TypeMain,主线剧情,Main Plot
NVD.TypeSub,支线剧情,Subplot
NVD.TypeExtra,番外篇,Extra
NVD.TypePrologue,序章,Prologue
NVD.TypeFinale,终章,Finale
NCD.SampleVol1,第一卷：面具觉醒,Volume 1: The Mask Awakens
NCD.SampleVol2,第二卷：力量觉醒,Volume 2: The Power Awakens
NCD.SampleVol3,第三卷：天劫降临,Volume 3: The Tribulation Descends
PGate.Title,启动验证,Launch Verification
PGate.WindowTitle,书籍管理系统 - 启动验证,NovelCraft - Launch Verification
PGate.AppName,书籍管理系统,NovelCraft
PGate.Subtitle,请输入启动密码以继续,Enter the launch password to continue
PGate.Verify,确 定,Confirm
PGate.Cancel,取 消,Cancel
PGate.WrongPassword,密码错误，请重新输入,Incorrect password. Please try again
IE.PageTitle,导入导出管理,Import & Export Management
IE.PageSubtitle,管理项目数据的导入导出，支持多种格式和批量操作,"Manage import and export of project data, with multiple formats and batch operations"
IE.ExportTab,导出管理,Export
IE.ExportConfig,导出配置,Export Settings
IE.ExportFormat,导出格式,Export Format
IE.FmtTxt,TXT - 纯文本格式,TXT - Plain Text
IE.FmtExcel,EXCEL - Excel表格格式,EXCEL - Excel Spreadsheet
IE.FmtDocx,DOCX - Word文档格式,DOCX - Word Document
IE.FmtHtml,HTML - 网页格式,HTML - Web Page
IE.FmtMarkdown,MARKDOWN - Markdown格式,MARKDOWN - Markdown
IE.FmtJson,JSON - JSON数据格式,JSON - JSON Data
IE.ExportScope,导出范围,Export Scope
IE.ScopeEntireProject,整个项目,Entire Project
IE.ScopeSelectedVolumes,选定卷宗,Selected Volumes
IE.ScopeSelectedChapters,选定章节,Selected Chapters
IE.ScopeCustomRange,自定义范围,Custom Range
IE.SelectItems,选择项目,Select Items
IE.SampleVolume1,第一卷 - 初入仙途,Volume 1 - Entering the Path
IE.SampleVolume2,第二卷 - 风云际会,Volume 2 - Gathering Storms
IE.SampleVolume3,第三卷 - 天地争锋,Volume 3 - Clash of Heaven and Earth
IE.IncludeContent,包含内容,Include Content
IE.IncludeSettings,设定信息,Settings Info
IE.IncludeCharacters,角色信息,Character Info
IE.IncludeFactions,势力信息,Faction Info
IE.IncludePlots,剧情信息,Plot Info
IE.OutputPath,输出路径,Output Path
IE.OutputPathHint,选择输出文件路径,Choose the output file path
IE.BrowseFolder,浏览文件夹,Browse Folder
IE.StartExport,开始导出,Start Export
IE.ExportProgress,导出进度,Export Progress
IE.CancelExport,取消导出,Cancel Export
IE.Preparing,准备中...,Preparing...
IE.ItemsProcessed0,0 / 0 项目已处理,0 / 0 items processed
IE.ItemsProcessedFmt,{0} / {1} 项目已处理,{0} / {1} items processed
IE.ExportHistory,导出历史,Export History
IE.RefreshHistory,刷新历史记录,Refresh History
IE.OpenFile,打开文件,Open File
IE.OpenFolder,打开文件夹,Open Folder
IE.ImportTab,导入管理,Import
IE.ImportConfig,导入配置,Import Settings
IE.SelectFile,选择文件,Select File
IE.ImportFileHint,选择要导入的文件,Choose the file to import
IE.BrowseFile,浏览文件,Browse File
IE.FileFormat,文件格式,File Format
IE.FmtExcelFile,EXCEL - Excel表格文件,EXCEL - Excel Spreadsheet File
IE.FmtDocxFile,DOCX - Word文档文件,DOCX - Word Document File
IE.FmtCsvFile,CSV - 逗号分隔值文件,CSV - Comma-Separated Values File
IE.FmtTxtFile,TXT - 纯文本文件,TXT - Plain Text File
IE.FmtJsonFile,JSON - JSON数据文件,JSON - JSON Data File
IE.FmtXmlFile,XML - XML数据文件,XML - XML Data File
IE.ImportOptions,导入选项,Import Options
IE.OverwriteExisting,覆盖现有数据,Overwrite Existing Data
IE.CreateBackup,创建备份,Create Backup
IE.PreviewFile,预览文件,Preview File
IE.StartImport,开始导入,Start Import
IE.ImportProgress,导入进度,Import Progress
IE.CancelImport,取消导入,Cancel Import
IE.ImportHistory,导入历史,Import History
IE.ViewDetails,查看详情,View Details
IE.FeatureName,导入导出,Import & Export
IE.InitFailed,初始化失败: {0},Initialization failed: {0}
IE.SaveDialogTitle,选择导出文件保存位置,Choose Where to Save the Export File
IE.FilterAll,所有支持的格式,All Supported Formats
IE.FilterTxt,文本文件,Text Files
IE.FilterExcel,Excel文件,Excel Files
IE.FilterWord,Word文档,Word Documents
IE.FilterHtml,网页文件,Web Pages
IE.FilterMarkdown,Markdown文件,Markdown Files
IE.FilterJson,JSON文件,JSON Files
IE.DefaultExportFolder,书籍导出,Book Exports
IE.DefaultExportFileName,千面劫·宿命轮回,My Novel
IE.FilterCsv,CSV文件,CSV Files
IE.FilterXml,XML文件,XML Files
IE.SelectOutputPath,请选择输出文件路径,Please choose the output file path
IE.SelectFormatAndScope,请选择导出格式和范围,Please choose the export format and scope
IE.SelectExportItems,请选择要导出的项目,Please select the items to export
IE.StartExportFailed,启动导出失败: {0},Failed to start export: {0}
IE.FileNotFound,文件不存在,File not found
IE.OpenFileFailed,打开文件失败: {0},Failed to open the file: {0}
IE.FolderNotFound,文件夹不存在,Folder not found
IE.OpenFolderFailed,打开文件夹失败: {0},Failed to open the folder: {0}
IE.SelectPreviewFile,请选择要预览的文件,Please choose the file to preview
IE.SelectFileFormat,请选择文件格式,Please choose the file format
IE.PreviewFailed,预览文件失败: {0},Failed to preview the file: {0}
IE.SelectImportFileMsg,请选择要导入的文件,Please choose the file to import
IE.StartImportFailed,启动导入失败: {0},Failed to start import: {0}
IE.DetailsOpId,操作ID: {0},Operation ID: {0}
IE.DetailsFormat,格式: {0},Format: {0}
IE.DetailsFile,文件: {0},File: {0}
IE.DetailsSize,大小: {0:N0} 字节,Size: {0:N0} bytes
IE.DetailsStatus,状态: {0},Status: {0}
IE.DetailsStartTime,开始时间: {0},Start time: {0}
IE.DetailsEndTime,完成时间: {0},End time: {0}
IE.NotCompleted,未完成,Not completed
IE.DetailsNotes,备注: {0},Notes: {0}
IE.None,无,None
IE.ImportDetails,导入详情,Import Details
IE.StatusPending,等待中,Pending
IE.StatusInProgress,进行中,In Progress
IE.StatusCompleted,已完成,Completed
IE.StatusFailed,已失败,Failed
IE.StatusCancelled,已取消,Cancelled
IE.StatusUnknown,未知,Unknown
IE.ExportSuccessTitle,导出成功,Export Succeeded
IE.ExportDone,导出完成！\n文件保存在: {0},Export completed!\nFile saved at: {0}
IE.ExportFailedTitle,导出失败,Export Failed
IE.ExportFailedMsg,导出失败: {0},Export failed: {0}
IE.ImportSuccessTitle,导入成功,Import Succeeded
IE.ImportDone,导入完成！\n处理了 {0} 条记录,Import completed!\n{0} records processed
IE.WarningsLine,警告: {0},Warnings: {0}
IE.ImportFailedTitle,导入失败,Import Failed
IE.ImportFailedMsg,导入失败: {0},Import failed: {0}
IE.PreviewFileInfo,文件信息:,File information:
IE.PreviewFileName,文件名: {0},File name: {0}
IE.PreviewRecordCount,记录数: {0},Record count: {0}
IE.PreviewDetectedTypes,检测到的数据类型: {0},Detected data types: {0}
IE.PreviewFieldsHeader,字段信息:,Field information:
IE.PreviewTitle,文件预览,File Preview
HC.Rpt.AppDataDir,应用数据目录,App data directory
HC.Rpt.ConfigDir,配置目录,Config directory
HC.Rpt.DataDir,数据目录,Data directory
HC.Rpt.LogsDir,日志目录,Logs directory
HC.Rpt.BackupsDir,备份目录,Backups directory
HC.Rpt.DbFile,数据库文件,Database file
HC.Rpt.DbFileFound,已找到数据库文件: {0},Database file found: {0}
HC.Rpt.DbFileMissing,未找到数据库文件: {0},Database file not found: {0}
HC.Rpt.UserConfig,用户覆盖配置,User override config
HC.Rpt.UserConfigFound,已找到用户配置: {0},User config found: {0}
HC.Rpt.UserConfigMissing,未找到用户配置: {0},User config not found: {0}
HC.Rpt.DbBackup,数据库备份,Database backup
HC.Rpt.BackupsAvailable,当前可用备份数量: {0},Available backups: {0}
HC.Rpt.NoBackupYet,当前尚无数据库备份文件,No database backup yet
HC.Rpt.RuntimeEnv,运行环境,Runtime environment
HC.Rpt.CurrentEnv,当前环境: {0},Current environment: {0}
HC.Rpt.ConfigValidationFmt,配置校验 / {0},Config validation / {0}
HC.Rpt.PathMissing,路径配置缺失,Path configuration missing
HC.Rpt.DirExists,目录存在: {0},Directory exists: {0}
HC.Rpt.DirMissing,目录不存在: {0},Directory does not exist: {0}
HC.Rpt.DbConnection,数据库连接,Database connection
HC.Rpt.DbOk,数据库连接正常,Database connection OK
HC.Rpt.DbFail,数据库连接失败,Database connection failed
HC.Rpt.DbMigrations,数据库迁移,Database migrations
HC.Rpt.NoMigrations,没有待处理迁移,No pending migrations
HC.Rpt.PendingMigrations,存在 {0} 个待处理迁移,{0} pending migration(s)
HC.Rpt.DbHealthCheck,数据库健康检查,Database health check
HC.Rpt.CheckFailed,检查失败: {0},Check failed: {0}
HC.Rpt.AiConnectivity,AI 连通性检测,AI connectivity check
HC.Val.AppDataRoot,应用数据根目录,App data root directory
HC.Val.ConfigDir,配置目录,Config directory
HC.Val.DataDir,数据目录,Data directory
HC.Val.LogsDir,日志目录,Logs directory
HC.Val.BackupsDir,备份目录,Backups directory
HC.Val.UserConfigFile,用户覆盖配置文件,User override config file
HC.Val.AppEnv,应用环境,Application environment
HC.Val.BackupRetention,备份保留策略,Backup retention policy
HC.Val.AiToggle,AI 功能开关,AI feature toggle
HC.Val.OllamaCfg,Ollama 配置,Ollama configuration
HC.Val.RwkvCfg,RWKV 配置,RWKV configuration
HC.Val.DeepSeekCfg,DeepSeek 配置,DeepSeek configuration
HC.Val.ZhipuCfg,智谱 AI 配置,Zhipu AI configuration
HC.Val.ZhipuName,智谱AI,Zhipu AI
HC.Val.OpenAiCfg,OpenAI 兼容配置,OpenAI-compatible configuration
HC.Val.MsgDirMissing,目录不存在，将在运行时尝试创建: {0},Directory missing; will attempt to create at runtime: {0}
HC.Val.MsgUserConfigFound,已发现用户覆盖配置: {0},User override config found: {0}
HC.Val.MsgUserConfigMissing,未发现用户覆盖配置: {0},User override config not found: {0}
HC.Val.MsgEnvProd,当前环境为 {0},Current environment: {0}
HC.Val.MsgEnvNonProd,当前环境为 {0}，生产部署建议使用 Production,Current environment: {0}; use Production for production deployment
HC.Val.MsgRetentionOk,备份保留天数: {0},Backup retention days: {0}
HC.Val.MsgRetentionInvalid,备份保留天数必须大于 0,Backup retention days must be greater than 0
HC.Val.MsgAiDisabled,AI 功能当前已关闭,AI features are currently disabled
HC.Val.MsgAiEnabled,AI 功能已启用,AI features are enabled
HC.Val.MsgAiSkipped,AI 功能已关闭，跳过连通性检测,AI features disabled; connectivity checks skipped
HC.Val.MsgConfigValid,配置合法,Configuration is valid
HC.Val.MsgConnOkMs,连接成功，响应时间 {0} ms,"Connected, responded in {0} ms"
HC.Val.MsgConnOk,连接成功,Connected
HC.Val.MsgConnFail,连接失败,Connection failed
HC.Val.MsgConnFailOrNotRunning,连接失败或服务未启动,Connection failed or service not running
HC.Val.MsgCfgIncomplete,配置不完整: {0},Incomplete configuration: {0}
HC.Title,项目体检报告,Project Health Check Report
HC.MsgTitle,项目体检,Project Health Check
HC.SelectProjectFirst,请先选择项目,Select a project first
HC.ConsistencyCheck,一致性检查,Consistency Check
HC.QualityCheck,质量检查,Quality Check
HC.FullCheck,全部检查,Full Check
HC.Recheck,复检,Re-check
HC.ErrorCount0,错误 0,Errors: 0
HC.WarningCount0,警告 0,Warnings: 0
HC.InfoCount0,提示 0,Info: 0
HC.NotCheckedYet,尚未检查,Not checked yet
HC.ResultsHeader,检查结果（已按严重级别排序）,Check Results (sorted by severity)
HC.IssueCount0,0 个问题,0 issues
HC.IssueCountFmt,{0} 个问题,{0} issue(s)
HC.ColSeverity,级别,Severity
HC.ColCategory,分类,Category
HC.ColDescription,问题描述,Description
HC.ColTarget,目标,Target
HC.SelectIssueHint,选择上方问题查看详情与修复建议,Select an issue above to view details and fixes
HC.JumpButton,跳转定位到相关页面,Go to Related Page
HC.CurrentProject,当前项目：{0}（{1}）,Current project: {0} ({1})
HC.SelectProjectMsg,请先在项目管理中选择一个项目。,Please select a project in Project Management first.
HC.ServiceNotInit,健康检查服务未初始化。,The health check service is not initialized.
HC.Checking,正在检查，请稍候……,"Checking, please wait…"
HC.NoIssues,检查完成，未发现问题。,Check completed. No issues found.
HC.CheckFailed,执行检查失败：{0},Check failed: {0}
HC.ErrorCount,错误 {0},Errors: {0}
HC.WarningCount,警告 {0},Warnings: {0}
HC.InfoCount,提示 {0},Info: {0}
HC.NotCheckedPassed,尚未检查或检查通过（{0}）,"Not checked, or no issues found ({0})"
HC.LastCheck,最近检查：{0},Last check: {0}
HC.TargetLabel,目标：,Target: 
HC.DetailLabel,详情与建议：,Details & suggestions: 
HC.JumpTitle,跳转定位,Jump to Target
HC.JumpSuccess,已跳转到“{0}”。\n目标：{1} · {2}（名称已复制到剪贴板，便于查找）,"Jumped to ""{0}"".\nTarget: {1} · {2} (name copied to clipboard for easy searching)"
HC.JumpFailed,跳转失败：{0},Jump failed: {0}
HC.TargetCharacter,角色管理,Character Management
HC.TargetRelationship,关系网络,Relationship Network
HC.TargetTimeline,时间线管理,Timeline Management
HC.TargetFaction,势力管理,Faction Management
HC.TargetPlot,剧情管理,Plot Management
HC.TargetWorldSetting,世界设定管理,World Setting Management
HC.TargetVolume,卷章管理,Volume & Chapter Management
TS.WindowTitle,主题配置与皮肤设定,Theme & Skin Settings
TS.Title,主题配置与皮肤设定,Theme & Skin Settings
TS.Subtitle,内置三种皮肤，支持自定义皮肤与窗口框架颜色；检测到女频文时自动切换红粉花漾少女风,"Three built-in skins, with custom skins and window frame colors; switches to the pink blossom style automatically when a female-oriented novel is detected"
TS.SkinList,皮肤列表,Skin List
TS.SelectSkin,请选择皮肤,Select a skin
TS.ColorPreview,颜色预览,Color Preview
TS.ApplySkin,应用皮肤,Apply Skin
TS.AutoByTime,跟随时间自动切换,Auto-Switch by Time
TS.AutoTimeTooltip,黑夜 19:00–07:00 自动切换，其余时间白昼,Auto-switches to night from 19:00 to 07:00; light theme at other times
TS.AddCustom,新增自定义皮肤,Add Custom Skin
TS.AddCustomTooltip,以当前选中皮肤为基础新增自定义皮肤,Create a custom skin based on the selected skin
TS.EditTooltip,编辑自定义皮肤的全部颜色（含窗口框架）,Edit all colors of the custom skin (including window frame)
TS.Hint,提示：内置皮肤不可编辑或删除，可基于它复制为自定义皮肤后修改；切换项目或批量生成检测到女频文时，将临时切换为红粉花漾少女风，退出后自动恢复。,"Tip: built-in skins cannot be edited or deleted; duplicate one as a custom skin to modify it. When switching projects or during batch generation for female-oriented novels, the pink blossom style is applied temporarily and restored afterwards."
TS.SkinNameHint,皮肤名称 *,Skin name *
TS.IsDark,深色基调（使用 MaterialDesign Dark / HandyControl SkinDark 资源）,Dark base (uses MaterialDesign Dark / HandyControl SkinDark resources)
TS.SaveSkin,保存皮肤,Save Skin
TS.CurrentlyActive,当前使用中,In use
TS.SkinLight,白昼（浅色）,Daylight (Light)
TS.SkinDark,黑夜（深色）,Nightfall (Dark)
TS.SkinPink,红粉花漾少女风,Pink Blossom
TS.KindBuiltin,内置,Built-in
TS.KindCustom,自定义,Custom
TS.ToneDark,深色基调,Dark tone
TS.ToneLight,浅色基调,Light tone
TS.C.AppTitleBarBackgroundBrush,标题栏背景（窗口框架）,Title bar background (window frame)
TS.C.AppTitleBarForegroundBrush,标题栏文字,Title bar text
TS.C.AppNavPanelBackgroundBrush,侧边导航背景,Side navigation background
TS.C.AppWindowBackgroundBrush,窗口背景,Window background
TS.C.AppPanelBackgroundBrush,面板背景,Panel background
TS.C.AppCardBackgroundBrush,卡片背景,Card background
TS.C.AppInputBackgroundBrush,输入框/下拉框背景,Input & dropdown background
TS.C.AppSubtleBorderBrush,边框颜色,Border color
TS.C.AppMutedTextBrush,次要文字,Secondary text
TS.C.AppSuccessBrush,成功/建议文字,Success & hint text
TS.C.AppForegroundTextBrush,正文文字,Body text
TS.C.PrimaryTextBrush,主文字（MaterialDesign）,Primary text (MaterialDesign)
TS.C.MaterialDesignBody,正文文字（MaterialDesign）,Body text (MaterialDesign)
TS.C.MaterialDesignBodyLight,次要文字（MaterialDesign）,Secondary text (MaterialDesign)
TS.C.MaterialDesignToolForeground,工具栏文字（MaterialDesign）,Toolbar text (MaterialDesign)
TS.C.MaterialDesignToolTipForeground,提示文字（MaterialDesign）,Tooltip text (MaterialDesign)
TS.C.MaterialDesignPaper,对话框纸面（MaterialDesign）,Dialog surface (MaterialDesign)
TS.C.MaterialDesignPrimaryKeyBrush,主按钮颜色（MaterialDesign）,Primary button color (MaterialDesign)
TS.C.PrimaryBrush,主色（HandyControl）,Primary color (HandyControl)
TS.C.PrimaryHueMidBrush,页面头部/强调底色（其上文字为白色）,Page header & accent background (white text)
TS.C.PrimaryHueLightBrush,徽章/浅强调底色（其上文字为白色）,Badge & light accent background (white text)
TS.C.PrimaryHueDarkBrush,深强调底色,Dark accent background
TS.C.DataGridRowBackgroundBrush,表格行背景,Table row background
TS.C.DataGridAltRowBackgroundBrush,表格交替行背景,Table alternating row background
TS.FemaleModeActive,女频模式生效中,Female-oriented mode active
TS.CurrentSkinFmt,当前皮肤：{0},Current skin: {0}
TS.FemaleSkinName,红粉花漾少女风（女频自动）,"Pink Blossom (female-oriented, auto)"
TS.AutoTimeRestored,已恢复跟随时间自动切换：19:00–07:00 使用黑夜主题，其余时间白昼主题。,"Auto-switch by time restored: night theme from 19:00 to 07:00, light theme at other times."
TS.CustomSuffix,{0}·自定义,{0} (Custom)
TS.DeleteCustomConfirm,确定删除自定义皮肤「{0}」？,"Delete the custom theme ""{0}""?"
TS.NameRequired,请输入皮肤名称,Please enter a skin name
TS.ValidationFailed,验证失败,Validation Failed
TS.InvalidColor,「{0}」的颜色值无效：{1}\n请使用 #RRGGBB 或 #AARRGGBB 格式。,"Invalid color value for ""{0}"": {1}\nUse the #RRGGBB or #AARRGGBB format."
CPW.Title,修改启动密码,Change Launch Password
CPW.EffectNotice,新密码将于下次启动应用时生效,The new password takes effect the next time the app starts
CPW.CurrentPassword,当前密码：,Current password:
CPW.NewPassword,新密码：,New password:
CPW.ConfirmNewPassword,确认新密码：,Confirm new password:
CPW.Confirm,确 定,Confirm
CPW.Cancel,取 消,Cancel
CPW.EnterCurrentPassword,请输入当前密码,Please enter the current password
CPW.MinLength,新密码长度不能少于 {0} 位,The new password must be at least {0} characters
CPW.PasswordMismatch,两次输入的新密码不一致,The two new passwords do not match
CPW.WrongCurrentPassword,当前密码错误,The current password is incorrect
CPW.ChangeSuccess,启动密码已更新，下次启动应用时生效。,Launch password updated. It takes effect the next time the app starts.
CPW.SuccessTitle,修改成功,Changed Successfully
CPW.SaveFailed,保存新密码失败：{0},Failed to save the new password: {0}
FO.WindowTitle,首次启动向导,First-Run Wizard
FO.OpenConfigDir,打开配置目录,Open Configuration Folder
FO.CreateTemplate,创建用户配置模板,Create User Config Template
FO.Finish,完成并进入系统,Finish and Enter
FO.Intro,这是首次启动引导。建议在正式使用前先确认以下内容：,"This is the first-run guide. Before getting started, please confirm the following:"
FO.StatusHint,请先创建或检查用户配置，然后点击“完成并进入系统”。,"Create or check the user configuration first, then click ""Finish and Enter""."
FO.ConfigOpened,已打开配置目录：{0},Configuration folder opened: {0}
FO.ConfigOpenFailed,打开配置目录失败：{0},Failed to open the configuration folder: {0}
FO.TemplateNotFound,未找到模板文件：{0},Template file not found: {0}
FO.TemplateCreated,已创建用户配置模板：{0},User config template created: {0}
FO.ConfigExists,用户配置已存在：{0},User configuration already exists: {0}
FO.TemplateCreateFailed,创建用户配置模板失败：{0},Failed to create the user config template: {0}
FO.SaveStateFailed,保存首次启动状态失败，请重试。,Failed to save the first-run state. Please try again.
AHW.WindowTitle,AI模型配置,AI Model Configuration
AHW.ErrorTitle,AI 模型配置独立测试失败,AI Model Configuration Standalone Test Failed
AHW.ErrorDescription,页面在独立窗口中初始化时发生异常。请将下面的完整错误详情发回继续排查。,An exception occurred while initializing the page in the standalone window. Please send back the full error details below to continue troubleshooting.
AHW.CopyError,复制错误详情,Copy Error Details
AHW.Copied,错误详情已复制到剪贴板。,Error details copied to the clipboard.
CRP.Title,关联章节,Link Chapter
CRP.Heading,关联目标章节,Link Target Chapter
CRP.Description,依次选择书籍、分卷与章节。关联后，创作助手的后续输入将直接作用于该章节：输入要求即处理（润色/重写/扩写/续写等），也可针对章节提问；输入「取消关联」可解除。,"Select the book, volume and chapter in turn. Once linked, the copilot's subsequent input applies directly to that chapter: enter a request to process it (polish/rewrite/expand/continue, etc.), or ask questions about the chapter; enter ""Unlink"" to remove the link."
CRP.Book,书籍,Book
CRP.Volume,分卷,Volume
CRP.Chapter,章节,Chapter
CRP.Link,关联,Link
CRP.LoadBooksFailed,加载书籍列表失败：{0},Failed to load books: {0}
CRP.VolumeDisplay,第{0}卷 {1},Vol.{0} {1}
CRP.LoadVolumesFailed,加载分卷失败：{0},Failed to load volumes: {0}
CRP.ChapterDisplay,第{0}章 《{1}》,"Ch.{0} ""{1}"""
CRP.LoadChaptersFailed,加载章节失败：{0},Failed to load chapters: {0}
PD.DefaultTitle,处理中...,Processing...
PD.DefaultMessage,请稍候...,Please wait...
AR.WindowTitle,AI分析结果,AI Analysis Result
AR.SettingNamePlaceholder,设定名称,Setting Name
AR.ReportSubtitle,AI智能分析报告,AI Analysis Report
AR.OverallScore,总体评分,Overall Score
AR.Consistency,一致性,Consistency
AR.Completeness,完整性,Completeness
AR.Logical,逻辑性,Logic
AR.StrengthsHeader,✅ 优势,✅ Strengths
AR.WeaknessesHeader,⚠️ 需要改进,⚠️ Needs Improvement
AR.SuggestionsHeader,💡 改进建议,💡 Suggestions
AR.ConflictsHeader,🔥 发现的冲突,🔥 Conflicts Found
AR.MissingHeader,📝 缺失的元素,📝 Missing Elements
AR.AnalysisTimeSample,分析时间: 2024-12-19 15:30:00,Analyzed at: 2024-12-19 15:30:00
AR.AnalysisTimeFmt,分析时间: {0},Analyzed at: {0}
AR.ExportReport,导出报告,Export Report
AR.ExportDialogTitle,导出分析报告,Export Analysis Report
AR.FilterMarkdown,Markdown 文件 (*.md),Markdown files (*.md)
AR.FilterText,文本文件 (*.txt),Text files (*.txt)
AR.ExportSuccessTitle,导出成功,Export Succeeded
AR.ExportSuccess,分析报告已导出到：{0},Analysis report exported to: {0}
AR.ExportFailed,导出分析报告失败：{0},Failed to export the analysis report: {0}
World.Title,世界设定管理,World Settings
World.Cultivation,修炼体系,Cultivation System
World.Political,政治体系,Political System
World.Profession,职业体系,Profession System
World.Judicial,司法体系,Judicial System
World.Population,人口体系,Population System
World.Treasure,灵宝体系,Treasure System
World.Dimension,维度结构,Dimension Structure
World.Map,地图结构,Map Structure
World.Pet,宠物体系,Pet System
World.Equipment,装备体系,Equipment System
World.Technique,功法体系,Technique System
World.Business,商业体系,Business System
WS.NewSetting,新建设定,New Setting
WS.AIAnalysis,AI分析,AI Analysis
WS.ImportSettings,导入设定,Import Settings
WS.ExportSettings,导出设定,Export Settings
WS.AIAssistant,AI助手,AI Assistant
WS.SearchHint,搜索设定...,Search settings...
WS.FilterByType,按类型筛选,Filter by type
WS.FilterByCategory,按分类筛选,Filter by category
WS.SelectHint,请选择一个世界设定查看详情,Select a world setting to view details
WS.AllTypes,全部类型,All types
WS.AllCategories,全部分类,All categories
WS.SelectProjectFirst,请先选择项目后再创建世界设定。,Please select a project before creating world settings.
WS.ServiceNotInit,世界设定服务未初始化。,World setting service is not initialized.
WS.MainWindowUnavailable,无法获取主窗口，无法打开导入导出页面。,Cannot access the main window; unable to open the import/export page.
WS.OpenImportFailed,打开设定导入页面失败：{0},Failed to open the settings import page: {0}
WS.OpenExportFailed,打开设定导出页面失败：{0},Failed to open the settings export page: {0}
WS.SelectForAnalysis,请先选择一个世界设定进行分析,Select a world setting to analyze first
WS.AIAnalyzing,AI分析中,AI Analyzing
WS.AnalyzingProgress,正在分析世界设定的一致性和完整性...,Analyzing consistency and completeness of the world setting...
